                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.52036,                0.38009,                 0.8487,                0.89536,                  0.875,                0.86919,                0.72997,                0.56512,                 1.1606,                0.87894,             0.00080141,             0.00080141,             0.00080141
                    147,                0.50546,                0.35894,                0.86738,                0.93926,                0.82259,                0.86804,                0.69374,                0.61846,                 1.2217,                0.89796,             0.00079831,             0.00079831,             0.00079831
                    148,                0.53796,                0.38302,                0.87777,                0.93322,                  0.875,                 0.8684,                0.72582,                0.57192,                 1.2075,                0.86935,             0.00079522,             0.00079522,             0.00079522
                    149,                0.53653,                0.39345,                0.87945,                0.90177,                0.87487,                0.86472,                 0.7116,                 0.5611,                  1.224,                0.85228,             0.00079213,             0.00079213,             0.00079213
                    150,                 0.5009,                0.35031,                0.85195,                0.88569,                0.86934,                0.82285,                0.65942,                0.60069,                 1.1878,                0.85756,             0.00078903,             0.00078903,             0.00078903
                    151,                0.46642,                0.34755,                0.84233,                0.86085,                 0.8682,                0.82224,                0.65817,                 0.5575,                 1.1661,                0.85544,             0.00078594,             0.00078594,             0.00078594
                    152,                0.46939,                0.36118,                0.83857,                0.87979,                0.87202,                0.82285,                0.69441,                0.57333,                 1.1868,                0.86252,             0.00078284,             0.00078284,             0.00078284
                    153,                 0.5038,                0.35625,                0.85894,                0.88607,                0.87267,                0.83662,                0.70171,                0.57731,                 1.2009,                0.86323,             0.00077975,             0.00077975,             0.00077975
                    154,                0.47934,                0.35042,                0.85944,                0.92118,                0.83203,                0.87216,                0.70674,                0.58321,                 1.0567,                0.84035,             0.00077666,             0.00077666,             0.00077666
                    155,                0.44289,                0.33138,                 0.8402,                0.91285,                0.86592,                0.87182,                0.70929,                0.56336,                0.98131,                0.82992,             0.00077356,             0.00077356,             0.00077356
                    156,                0.49484,                0.35343,                0.85087,                 0.9369,                0.86778,                0.87209,                0.73245,                0.58133,                 1.0657,                0.83584,             0.00077047,             0.00077047,             0.00077047
                    157,                0.47987,                0.34638,                0.85711,                0.94293,                0.87188,                0.87241,                0.73386,                0.52067,                  1.126,                0.83546,             0.00076738,             0.00076738,             0.00076738
                    158,                0.49711,                0.34989,                0.86848,                0.94061,                0.87307,                0.87271,                0.69935,                 0.5299,                 1.1119,                0.84308,             0.00076428,             0.00076428,             0.00076428
                    159,                0.45976,                0.34374,                0.84958,                0.96893,                  0.875,                0.87311,                0.66628,                0.55234,                 1.1174,                0.82937,             0.00076119,             0.00076119,             0.00076119
                    160,                0.48404,                0.35479,                0.85017,                0.96407,                  0.875,                0.87472,                0.70278,                0.55741,                 1.1971,                 0.8445,             0.00075809,             0.00075809,             0.00075809
                    161,                0.50411,                0.35765,                0.84835,                0.96257,                  0.875,                0.87554,                0.70201,                0.54796,                 1.2709,                0.85038,               0.000755,               0.000755,               0.000755
                    162,                0.51676,                  0.375,                0.87211,                0.96733,                  0.875,                0.87607,                0.73163,                0.54551,                 1.1268,                0.83655,             0.00075191,             0.00075191,             0.00075191
                    163,                0.45295,                0.33078,                0.82803,                0.95509,                  0.875,                 0.8785,                0.72542,                 0.5424,                 1.0778,                0.82663,             0.00074881,             0.00074881,             0.00074881
                    164,                0.49568,                0.35812,                 0.8668,                0.92416,                0.86825,                0.88062,                0.70759,                0.59414,                 1.1927,                0.84812,             0.00074572,             0.00074572,             0.00074572
                    165,                0.46008,                0.34543,                0.85163,                0.90027,                0.86629,                0.87981,                0.71916,                0.57205,                 1.0872,                0.84551,             0.00074263,             0.00074263,             0.00074263
                    166,                0.48851,                0.34895,                0.84173,                0.88785,                0.86587,                0.88159,                0.71322,                0.59071,                 1.3014,                0.84752,             0.00073953,             0.00073953,             0.00073953
                    167,                0.44461,                0.34478,                0.85901,                 0.9163,                0.86346,                0.88275,                0.69027,                0.58929,                 1.1957,                0.84149,             0.00073644,             0.00073644,             0.00073644
                    168,                 0.4354,                0.33399,                0.86119,                0.96592,                  0.875,                0.87911,                0.69423,                0.55881,                   1.08,                0.83131,             0.00073334,             0.00073334,             0.00073334
                    169,                  0.445,                0.33471,                0.82736,                  0.964,                  0.875,                0.87708,                0.70478,                0.53757,                 1.0427,                0.82373,             0.00073025,             0.00073025,             0.00073025
                    170,                 0.4404,                0.34382,                0.85399,                0.95711,                0.87087,                0.87531,                0.71911,                0.54084,                 1.0333,                0.83124,             0.00072716,             0.00072716,             0.00072716
                    171,                0.47861,                0.33662,                0.85702,                0.96626,                  0.875,                0.87411,                0.72159,                 0.5497,                 1.0611,                0.82907,             0.00072406,             0.00072406,             0.00072406
                    172,                0.52578,                0.38559,                0.88327,                0.96825,                  0.875,                0.87304,                0.72136,                0.52598,                 1.0522,                0.83104,             0.00072097,             0.00072097,             0.00072097
                    173,                0.46463,                 0.3377,                0.85015,                0.96007,                  0.875,                 0.8729,                0.70489,                0.54305,                 0.9976,                0.83046,             0.00071788,             0.00071788,             0.00071788
                    174,                0.46499,                 0.3362,                0.87419,                0.96801,                  0.875,                0.87304,                0.70993,                0.55276,                 1.0147,                0.83337,             0.00071478,             0.00071478,             0.00071478
                    175,                0.49039,                0.35324,                 0.8692,                0.96736,                  0.875,                0.87354,                0.70931,                0.54457,                0.97212,                0.83121,             0.00071169,             0.00071169,             0.00071169
                    176,                0.43638,                0.32918,                0.85585,                0.95387,                  0.875,                0.87554,                0.71102,                0.54743,                0.91829,                0.82197,             0.00070859,             0.00070859,             0.00070859
                    177,                0.45341,                0.33169,                0.85844,                 0.9451,                  0.875,                0.87671,                0.71454,                0.56887,                0.97778,                0.82201,              0.0007055,              0.0007055,              0.0007055
                    178,                0.43924,                0.32612,                0.85097,                0.95714,                  0.875,                0.87671,                0.73193,                0.55137,                 1.0019,                0.82707,             0.00070241,             0.00070241,             0.00070241
                    179,                0.43517,                0.31765,                0.83593,                0.96668,                  0.875,                 0.8758,                0.71977,                0.55582,                 1.0721,                0.82629,             0.00069931,             0.00069931,             0.00069931
                    180,                0.45726,                0.33685,                0.86059,                0.90309,                  0.875,                0.81692,                0.66218,                0.63203,                 1.3707,                0.84741,             0.00069622,             0.00069622,             0.00069622
                    181,                0.47098,                 0.3543,                0.85672,                0.91595,                  0.875,                0.81844,                0.66493,                0.62875,                 1.3415,                0.84759,             0.00069313,             0.00069313,             0.00069313
                    182,                0.47123,                0.33373,                 0.8442,                0.91679,                  0.875,                0.81578,                0.68462,                0.55472,                 1.3113,                0.83579,             0.00069003,             0.00069003,             0.00069003
                    183,                0.49478,                0.34847,                0.85372,                0.91675,                  0.875,                0.81452,                0.69046,                0.57656,                  1.371,                0.84611,             0.00068694,             0.00068694,             0.00068694
                    184,                0.50839,                0.38218,                0.87502,                 0.8841,                  0.875,                0.81388,                0.67514,                0.67766,                 1.5284,                 0.8611,             0.00068384,             0.00068384,             0.00068384
                    185,                0.46368,                0.36451,                 0.8311,                0.91053,                  0.875,                0.83056,                0.69356,                0.59659,                 1.3449,                0.84161,             0.00068075,             0.00068075,             0.00068075
                    186,                0.45683,                0.34226,                0.85719,                0.92253,                  0.875,                0.83006,                0.66554,                0.67965,                  1.361,                0.85607,             0.00067766,             0.00067766,             0.00067766
                    187,                0.45782,                0.32407,                0.86125,                0.91869,                  0.875,                0.83184,                0.68221,                0.70505,                 1.5969,                0.87409,             0.00067456,             0.00067456,             0.00067456
                    188,                0.46115,                0.33449,                0.83676,                0.91569,                  0.875,                0.83977,                0.69927,                0.60911,                 1.4317,                0.85323,             0.00067147,             0.00067147,             0.00067147
                    189,                0.45084,                 0.3287,                0.85187,                0.91292,                  0.875,                0.85687,                0.68326,                0.62302,                 1.4709,                0.85512,             0.00066838,             0.00066838,             0.00066838
                    190,                0.46373,                0.32768,                0.84815,                0.91139,                  0.875,                0.86191,                0.70227,                0.59148,                 1.4882,                0.85548,             0.00066528,             0.00066528,             0.00066528
                    191,                0.45612,                0.34825,                0.88055,                0.91498,                  0.875,                0.85949,                0.69968,                0.58169,                 1.4143,                0.85739,             0.00066219,             0.00066219,             0.00066219
                    192,                0.45071,                0.33839,                0.84395,                0.92041,                  0.875,                0.87153,                0.75632,                0.53702,                 1.1688,                0.83325,             0.00065909,             0.00065909,             0.00065909
                    193,                0.46651,                 0.3773,                0.85515,                0.91204,                  0.875,                0.86885,                0.72711,                0.54211,                 1.0273,                0.82404,               0.000656,               0.000656,               0.000656
                    194,                0.42878,                0.33531,                0.86343,                0.85473,                0.86823,                0.84508,                0.68901,                0.55413,                 1.2319,                0.83812,             0.00065291,             0.00065291,             0.00065291
                    195,                0.44251,                0.33512,                 0.8388,                0.83852,                0.86637,                0.84155,                0.67791,                0.59396,                 1.2703,                0.85761,             0.00064981,             0.00064981,             0.00064981
                    196,                0.42634,                0.34286,                0.84519,                0.88439,                  0.875,                0.81253,                0.67705,                0.54272,                 1.2958,                0.83371,             0.00064672,             0.00064672,             0.00064672
                    197,                0.46065,                0.31783,                0.85019,                0.89886,                  0.875,                0.83791,                0.69951,                0.55062,                    1.2,                0.84087,             0.00064362,             0.00064362,             0.00064362
                    198,                 0.4737,                0.34036,                 0.8302,                0.90126,                  0.875,                0.86747,                0.70353,                0.57909,                 1.2302,                0.84771,             0.00064053,             0.00064053,             0.00064053
                    199,                0.47985,                0.35195,                0.87745,                0.92279,                  0.875,                 0.8729,                0.71614,                0.58217,                 1.3099,                0.83993,             0.00063744,             0.00063744,             0.00063744
                    200,                0.47212,                0.34153,                0.87507,                0.92126,                0.85476,                0.87364,                0.73472,                0.54859,                 1.2864,                0.83539,             0.00063434,             0.00063434,             0.00063434
                    201,                0.45853,                0.33822,                0.85742,                0.90811,                  0.875,                0.86868,                0.74507,                  0.545,                 1.1838,                0.82815,             0.00063125,             0.00063125,             0.00063125
                    202,                0.43885,                0.32513,                0.84473,                0.90611,                  0.875,                0.87637,                0.73446,                0.54822,                 1.1536,                0.82276,             0.00062816,             0.00062816,             0.00062816
                    203,                0.41921,                0.29969,                 0.8466,                0.93483,                0.87021,                0.85986,                0.72731,                0.55694,                 1.0923,                0.82302,             0.00062506,             0.00062506,             0.00062506
                    204,                0.42667,                0.30896,                0.86228,                 0.9117,                0.85764,                0.87339,                0.70811,                0.58284,                 1.1438,                0.82952,             0.00062197,             0.00062197,             0.00062197
                    205,                0.42713,                0.30768,                 0.8406,                0.91553,                  0.875,                0.87409,                0.72595,                 0.5422,                 1.2076,                0.83009,             0.00061887,             0.00061887,             0.00061887
                    206,                0.43305,                0.31364,                0.85962,                0.93427,                  0.875,                0.85016,                0.70037,                0.54714,                 1.2396,                0.83437,             0.00061578,             0.00061578,             0.00061578
                    207,                0.44332,                 0.3122,                0.85767,                0.90691,                  0.875,                0.84483,                0.70118,                0.52427,                 1.2192,                0.83478,             0.00061269,             0.00061269,             0.00061269
                    208,                0.42957,                0.31016,                0.84374,                0.90474,                  0.875,                0.85452,                0.68323,                0.56189,                 1.2552,                0.84306,             0.00060959,             0.00060959,             0.00060959
                    209,                0.46161,                0.34344,                0.86011,                0.93207,                0.86414,                0.85195,                0.67589,                0.61303,                  1.232,                0.84247,              0.0006065,              0.0006065,              0.0006065
                    210,                0.43805,                0.31509,                0.87853,                0.92799,                0.85802,                0.86408,                0.70682,                0.57526,                 1.0812,                 0.8343,             0.00060341,             0.00060341,             0.00060341
                    211,                0.43885,                0.30362,                0.85351,                0.94729,                  0.875,                0.86165,                0.72122,                0.54562,                 1.0864,                0.83629,             0.00060031,             0.00060031,             0.00060031
                    212,                0.46299,                0.32054,                0.82677,                 0.9487,                  0.875,                0.85956,                0.67757,                0.58933,                 1.0128,                0.83062,             0.00059722,             0.00059722,             0.00059722
                    213,                0.46596,                0.32202,                0.84025,                0.93198,                  0.875,                0.86269,                 0.6911,                0.56221,                0.95555,                0.82846,             0.00059413,             0.00059413,             0.00059413
                    214,                0.42715,                0.30991,                0.84109,                0.92912,                  0.875,                0.87297,                0.73113,                0.57219,                 1.0178,                  0.832,             0.00059103,             0.00059103,             0.00059103
                    215,                0.40255,                0.30041,                0.84362,                0.93037,                  0.875,                0.87336,                0.71386,                0.58912,                 1.0477,                0.83126,             0.00058794,             0.00058794,             0.00058794
                    216,                0.43328,                0.31315,                0.82934,                0.92729,                  0.875,                0.86022,                0.73548,                0.52697,                 1.1392,                0.82175,             0.00058484,             0.00058484,             0.00058484
                    217,                0.44334,                 0.3202,                0.86356,                0.93323,                  0.875,                0.85768,                0.71923,                0.54199,                  1.297,                0.82301,             0.00058175,             0.00058175,             0.00058175
                    218,                0.39751,                0.29848,                0.85925,                0.93893,                  0.875,                0.85949,                0.71099,                0.57478,                 1.3897,                0.82791,             0.00057866,             0.00057866,             0.00057866
                    219,                0.40387,                0.29173,                  0.829,                0.93915,                  0.875,                0.86592,                0.71888,                0.55398,                 1.4089,                0.82936,             0.00057556,             0.00057556,             0.00057556
                    220,                0.42287,                0.30559,                0.84677,                0.93694,                  0.875,                0.86188,                0.71762,                0.54548,                 1.3607,                0.83404,             0.00057247,             0.00057247,             0.00057247
                    221,                0.40242,                0.29212,                0.84078,                0.93729,                  0.875,                0.86188,                0.72483,                 0.5665,                  1.409,                0.84066,             0.00056938,             0.00056938,             0.00056938
                    222,                 0.4244,                0.30161,                0.84188,                0.93494,                  0.875,                0.85827,                0.70598,                0.59273,                 1.3493,                0.83744,             0.00056628,             0.00056628,             0.00056628
                    223,                0.38723,                0.28486,                0.84214,                0.92992,                  0.875,                0.85564,                0.68964,                0.57268,                 1.4602,                 0.8357,             0.00056319,             0.00056319,             0.00056319
                    224,                0.41818,                0.31409,                0.84206,                0.92673,                  0.875,                0.88104,                0.71842,                0.58197,                 1.3217,                0.82658,             0.00056009,             0.00056009,             0.00056009
                    225,                0.43622,                 0.3115,                0.85884,                 0.9521,                  0.875,                0.91653,                0.73136,                0.58968,                 1.2133,                0.82492,               0.000557,               0.000557,               0.000557
                    226,                0.44681,                0.31712,                0.82984,                0.95555,                  0.875,                0.91986,                0.73739,                 0.5866,                 1.2375,                0.82591,             0.00055391,             0.00055391,             0.00055391
                    227,                0.45225,                0.32651,                 0.8321,                0.93926,                  0.875,                0.88161,                0.71892,                0.56964,                0.99489,                0.81963,             0.00055081,             0.00055081,             0.00055081
                    228,                0.45778,                0.34416,                0.84334,                0.94487,                  0.875,                0.87794,                0.72848,                0.57705,                0.92526,                0.81982,             0.00054772,             0.00054772,             0.00054772
                    229,                0.41062,                0.29927,                 0.8434,                0.94295,                  0.875,                0.88083,                0.73679,                0.56886,                0.95629,                0.82485,             0.00054463,             0.00054463,             0.00054463
                    230,                0.47409,                0.31831,                0.85164,                0.94136,                  0.875,                0.88159,                0.73241,                0.56325,                 1.0136,                0.82947,             0.00054153,             0.00054153,             0.00054153
                    231,                0.40967,                0.29277,                0.84089,                0.96102,                  0.875,                0.88275,                0.74604,                0.56327,                 1.0002,                0.83018,             0.00053844,             0.00053844,             0.00053844
                    232,                0.42216,                0.30619,                0.83353,                0.97455,                  0.875,                0.88275,                 0.7164,                0.56163,                 1.1158,                0.83281,             0.00053534,             0.00053534,             0.00053534
                    233,                0.47897,                0.34376,                0.83328,                 0.9727,                  0.875,                0.88275,                0.71565,                0.56418,                 1.2062,                  0.842,             0.00053225,             0.00053225,             0.00053225
                    234,                0.37297,                0.27477,                0.83786,                0.97115,                  0.875,                 0.8785,                0.72084,                0.57544,                 1.2648,                0.84934,             0.00052916,             0.00052916,             0.00052916
                    235,                0.41005,                0.30343,                0.83337,                0.96144,                  0.875,                0.87797,                0.67906,                0.59576,                 1.2346,                0.85084,             0.00052606,             0.00052606,             0.00052606
                    236,                0.38717,                0.29503,                 0.8307,                0.95808,                  0.875,                0.87708,                0.67928,                0.59137,                 1.1814,                0.85118,             0.00052297,             0.00052297,             0.00052297
                    237,                0.42789,                0.31769,                0.83716,                0.96033,                  0.875,                 0.8775,                 0.6935,                0.56094,                  1.236,                0.83927,             0.00051988,             0.00051988,             0.00051988
                    238,                0.44038,                0.29643,                0.84603,                0.94397,                  0.875,                0.87797,                0.70308,                0.56905,                 1.1964,                0.83001,             0.00051678,             0.00051678,             0.00051678
                    239,                0.42243,                0.31474,                0.86902,                0.92496,                  0.875,                0.86028,                0.66812,                0.55296,                 1.2052,                0.83784,             0.00051369,             0.00051369,             0.00051369
                    240,                0.37773,                 0.3039,                0.80905,                0.92298,                  0.875,                0.85225,                0.68266,                0.56337,                  1.313,                0.84902,             0.00051059,             0.00051059,             0.00051059
                    241,                0.42241,                0.31168,                0.85833,                0.92393,                  0.875,                0.85997,                0.72778,                 0.5529,                 1.3952,                0.85538,              0.0005075,              0.0005075,              0.0005075
                    242,                0.40724,                0.29361,                0.85091,                0.92481,                  0.875,                 0.8625,                 0.6613,                0.55721,                 1.4638,                0.85658,             0.00050441,             0.00050441,             0.00050441
                    243,                0.39854,                0.28383,                 0.8251,                0.92024,                  0.875,                0.86658,                0.71396,                0.53462,                 1.3839,                0.84866,             0.00050131,             0.00050131,             0.00050131
                    244,                0.38803,                 0.3001,                0.83387,                0.91243,                  0.875,                0.86658,                0.72504,                0.55917,                 1.2939,                0.84411,             0.00049822,             0.00049822,             0.00049822
                    245,                0.39833,                0.28336,                0.83099,                0.90409,                  0.875,                0.86025,                0.71562,                0.55171,                 1.2969,                 0.8422,             0.00049513,             0.00049513,             0.00049513
                    246,                0.40212,                0.29768,                0.85695,                0.90469,                  0.875,                0.85317,                0.70593,                0.53326,                 1.1748,                0.82709,             0.00049203,             0.00049203,             0.00049203
                    247,                0.44083,                0.30491,                0.83194,                0.91008,                  0.875,                0.85171,                0.71163,                0.56501,                 1.0884,                0.82637,             0.00048894,             0.00048894,             0.00048894
                    248,                0.36241,                 0.2781,                0.83204,                0.91436,                  0.875,                0.85491,                0.68792,                0.58086,                 1.0795,                0.83265,             0.00048584,             0.00048584,             0.00048584
                    249,                0.41374,                0.29758,                0.82843,                0.91864,                  0.875,                0.85409,                0.69681,                0.57748,                 1.0855,                0.83667,             0.00048275,             0.00048275,             0.00048275
                    250,                0.40985,                0.28668,                0.83743,                0.92628,                  0.875,                0.85409,                0.69294,                0.56817,                 1.1539,                0.83531,             0.00047966,             0.00047966,             0.00047966
                    251,                0.41229,                0.28579,                0.84603,                0.92199,                  0.875,                0.85588,                0.68732,                0.56637,                 1.1428,                0.83426,             0.00047656,             0.00047656,             0.00047656
                    252,                0.43512,                 0.3134,                0.82771,                0.90502,                  0.875,                0.85409,                0.69152,                 0.5946,                 1.1657,                0.83455,             0.00047347,             0.00047347,             0.00047347
                    253,                0.36038,                0.27419,                0.82743,                0.88829,                0.87229,                0.85179,                0.66517,                0.59814,                 1.1728,                0.83584,             0.00047038,             0.00047038,             0.00047038
                    254,                0.37776,                0.28482,                0.82976,                 0.8881,                 0.8725,                0.86028,                0.68185,                0.58588,                 1.2005,                 0.8374,             0.00046728,             0.00046728,             0.00046728
                    255,                0.44092,                0.30381,                0.84971,                0.90652,                  0.875,                0.86722,                0.70781,                0.56966,                 1.1656,                0.83317,             0.00046419,             0.00046419,             0.00046419
                    256,                 0.4002,                0.29941,                0.84556,                0.92789,                  0.875,                0.86769,                0.68773,                0.54735,                  1.268,                0.83418,             0.00046109,             0.00046109,             0.00046109
                    257,                0.45918,                 0.3149,                0.84085,                0.92599,                  0.875,                0.86822,                0.70051,                0.54072,                 1.2391,                0.84126,               0.000458,               0.000458,               0.000458
                    258,                0.40221,                0.30507,                0.83561,                0.92374,                  0.875,                0.85768,                0.69089,                0.56566,                 1.2341,                0.84558,             0.00045491,             0.00045491,             0.00045491
                    259,                0.41133,                0.28342,                0.82296,                0.92377,                  0.875,                0.86302,                0.72195,                0.56582,                  1.239,                0.83781,             0.00045181,             0.00045181,             0.00045181
                    260,                 0.3776,                0.26531,                0.83562,                0.92459,                  0.875,                0.86975,                0.70043,                0.53719,                 1.2158,                 0.8305,             0.00044872,             0.00044872,             0.00044872
                    261,                0.37927,                0.26783,                0.83355,                0.92371,                  0.875,                0.86481,                 0.7084,                0.53589,                 1.2397,                0.83267,             0.00044563,             0.00044563,             0.00044563
                    262,                0.38931,                0.27814,                 0.8329,                0.92532,                  0.875,                0.86132,                0.69224,                0.58269,                  1.288,                0.83162,             0.00044253,             0.00044253,             0.00044253
                    263,                0.38749,                0.28874,                0.82603,                 0.9275,                  0.875,                0.87588,                 0.7044,                0.59895,                  1.296,                 0.8296,             0.00043944,             0.00043944,             0.00043944
                    264,                0.38043,                0.27368,                0.82363,                0.92772,                  0.875,                0.86915,                0.72091,                0.57006,                 1.2302,                0.82799,             0.00043634,             0.00043634,             0.00043634
                    265,                0.36357,                0.26625,                 0.8201,                0.92648,                  0.875,                0.86596,                0.68825,                0.58589,                 1.1843,                0.82364,             0.00043325,             0.00043325,             0.00043325
                    266,                0.40348,                0.28842,                0.83743,                0.92264,                  0.875,                0.86118,                0.70857,                0.58736,                 1.1629,                0.82688,             0.00043016,             0.00043016,             0.00043016
                    267,                0.37296,                 0.2692,                0.83011,                0.92143,                  0.875,                0.85179,                0.71265,                0.57091,                 1.2141,                 0.8281,             0.00042706,             0.00042706,             0.00042706
                    268,                0.41805,                0.28375,                0.82243,                0.92352,                  0.875,                0.85225,                0.71935,                0.56805,                 1.1204,                 0.8204,             0.00042397,             0.00042397,             0.00042397
                    269,                0.34811,                0.26206,                0.85217,                 0.9269,                  0.875,                0.85225,                0.72612,                0.56642,                 1.1237,                0.82365,             0.00042087,             0.00042087,             0.00042087
                    270,                0.39126,                0.26981,                0.84441,                 0.9378,                  0.875,                0.87368,                0.72095,                0.56655,                 1.1406,                0.82491,             0.00041778,             0.00041778,             0.00041778
                    271,                0.36886,                0.26886,                 0.8185,                0.93856,                  0.875,                0.87368,                0.73726,                 0.5743,                 1.1841,                0.82414,             0.00041469,             0.00041469,             0.00041469
                    272,                0.36676,                 0.2666,                0.82186,                0.92975,                  0.875,                0.86872,                0.73428,                0.57439,                  1.067,                0.81731,             0.00041159,             0.00041159,             0.00041159
                    273,                0.37565,                0.28066,                0.83688,                0.92721,                  0.875,                0.86872,                0.73053,                0.55077,                 1.2632,                0.81873,              0.0004085,              0.0004085,              0.0004085
                    274,                0.36805,                 0.2661,                0.81303,                0.92397,                  0.875,                0.86553,                0.70413,                0.52081,                 1.3395,                0.81952,             0.00040541,             0.00040541,             0.00040541
                    275,                0.38724,                0.27453,                 0.8369,                0.91484,                  0.875,                0.86769,                0.70453,                0.51455,                 1.2227,                0.82236,             0.00040231,             0.00040231,             0.00040231
                    276,                0.35069,                0.26668,                0.81523,                0.91385,                  0.875,                0.87056,                0.72519,                0.53353,                 1.2773,                0.82791,             0.00039922,             0.00039922,             0.00039922
                    277,                 0.3931,                0.26528,                0.81016,                0.93468,                  0.875,                0.87102,                0.71878,                0.57592,                 1.1916,                0.82744,             0.00039613,             0.00039613,             0.00039613
                    278,                0.40668,                0.29237,                0.83229,                0.93868,                  0.875,                0.87102,                0.71402,                0.58308,                 1.1993,                0.83107,             0.00039303,             0.00039303,             0.00039303
                    279,                0.39185,                0.27354,                0.83658,                 0.9352,                  0.875,                0.86977,                0.70745,                0.59181,                 1.1443,                0.83274,             0.00038994,             0.00038994,             0.00038994
                    280,                 0.3898,                0.27805,                0.83188,                0.93289,                  0.875,                0.86913,                0.73651,                0.53043,                 1.0974,                0.82836,             0.00038684,             0.00038684,             0.00038684
                    281,                0.40716,                0.28321,                0.83449,                0.93442,                  0.875,                0.86943,                0.73784,                0.55278,                 1.0441,                0.82695,             0.00038375,             0.00038375,             0.00038375
                    282,                0.38571,                0.27334,                0.79887,                0.93434,                  0.875,                0.87014,                0.71738,                0.56769,                 1.0641,                0.82531,             0.00038066,             0.00038066,             0.00038066
                    283,                0.38267,                0.26641,                0.83407,                0.92837,                  0.875,                0.87102,                 0.7083,                   0.53,                 1.1198,                0.82447,             0.00037756,             0.00037756,             0.00037756
                    284,                 0.3768,                 0.2564,                0.81779,                0.93091,                  0.875,                0.88417,                 0.6988,                0.54108,                 1.0926,                 0.8255,             0.00037447,             0.00037447,             0.00037447
                    285,                0.32493,                0.24787,                0.81727,                0.95252,                0.86471,                0.88821,                0.73584,                0.53961,                 1.1654,                0.82292,             0.00037138,             0.00037138,             0.00037138
                    286,                0.36231,                0.26759,                0.81993,                0.95228,                0.85289,                 0.8955,                0.75123,                0.52646,                 1.2265,                 0.8213,             0.00036828,             0.00036828,             0.00036828
                    287,                0.38984,                0.27335,                0.84391,                0.94996,                0.84887,                0.90187,                0.74377,                 0.5197,                 1.2346,                0.82545,             0.00036519,             0.00036519,             0.00036519
                    288,                0.37418,                0.25299,                0.82878,                 0.9413,                0.86259,                0.90187,                0.73986,                0.54987,                 1.3582,                0.83464,             0.00036209,             0.00036209,             0.00036209
                    289,                0.38127,                0.26609,                0.85787,                0.89912,                  0.875,                 0.8955,                0.72244,                0.56592,                 1.3505,                0.83771,               0.000359,               0.000359,               0.000359
                    290,                0.36164,                0.26157,                0.83375,                0.90694,                  0.875,                0.90187,                0.74865,                0.56017,                  1.338,                0.83485,             0.00035591,             0.00035591,             0.00035591
                    291,                 0.3879,                0.27151,                0.83006,                 0.9199,                  0.875,                0.90187,                0.74769,                0.57944,                 1.3443,                0.84002,             0.00035281,             0.00035281,             0.00035281
                    292,                0.38654,                0.28164,                0.84104,                0.95198,                  0.875,                 0.8955,                0.74718,                0.54776,                 1.3536,                0.83087,             0.00034972,             0.00034972,             0.00034972
